Year,Exporter,Importer,Weight,Exporter_region,Import_region
2015,Kenya,Pakistan,107231.984,Sub-Saharan Africa,Central and Southern Asia
2015,Kenya,Egypt,75605.7,Sub-Saharan Africa,Northern Africa and Western Asia
2015,Argentina,United States,54548.336,Latin America and the Caribbean,Northern America
2015,Kenya,United Kingdom,50832.367,Sub-Saharan Africa,Europe
2015,India,Russian Federation,45873.625,Central and Southern Asia,Europe
2015,Kenya,Afghanistan,41893.06,Sub-Saharan Africa,Central and Southern Asia
2015,China,Morocco,39079.523,China,Northern Africa and Western Asia
2015,Free Zones,United Arab Emirates,36949.7,,Northern Africa and Western Asia
2015,Kenya,Afghanistan,31396.373,Sub-Saharan Africa,Central and Southern Asia
2015,Brazil,Uruguay,31390.836,Latin America and the Caribbean,Latin America and the Caribbean
2015,Sri Lanka,Russian Federation,30755.57,Central and Southern Asia,Europe
2015,Argentina,Syria,27530.28,Latin America and the Caribbean,Northern Africa and Western Asia
2015,Kenya,United Arab Emirates,26621.705,Sub-Saharan Africa,Northern Africa and Western Asia
2015,China,Uzbekistan,26570.0,China,Central and Southern Asia
2015,China,Morocco,24919.676,China,Northern Africa and Western Asia
2015,Kenya,Sudan,24723.316,Sub-Saharan Africa,Northern Africa and Western Asia
2015,India,Iran,24600.305,Central and Southern Asia,Central and Southern Asia
2015,Kenya,Russian Federation,23891.285,Sub-Saharan Africa,Europe
2015,Sri Lanka,Iran,23109.004,Central and Southern Asia,Central and Southern Asia
2015,Vietnam,Afghanistan,22645.238,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia
2015,Uganda,Kenya,22165.883,Sub-Saharan Africa,Sub-Saharan Africa
2015,India,Pakistan,18672.578,Central and Southern Asia,Central and Southern Asia
2015,India,United Kingdom,18588.93,Central and Southern Asia,Europe
2015,Vietnam,Pakistan,16733.342,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia
2015,Sri Lanka,Iraq,15922.025,Central and Southern Asia,Northern Africa and Western Asia
2015,Sri Lanka,United Arab Emirates,15876.701,Central and Southern Asia,Northern Africa and Western Asia
2015,India,United Arab Emirates,15683.957,Central and Southern Asia,Northern Africa and Western Asia
2015,Sri Lanka,Iraq,15438.098,Central and Southern Asia,Northern Africa and Western Asia
2015,Vietnam,Russian Federation,14413.576,Eastern and South-Eastern Asia (excl. China),Europe
2015,Malawi,South Africa,12536.355,Sub-Saharan Africa,Sub-Saharan Africa
2015,Kenya,Yemen,12428.457,Sub-Saharan Africa,Northern Africa and Western Asia
2015,Rwanda,Pakistan,12212.773,Sub-Saharan Africa,Central and Southern Asia
2015,China,Algeria,11112.66,China,Northern Africa and Western Asia
2015,Indonesia,Russian Federation,11105.551,Eastern and South-Eastern Asia (excl. China),Europe
2015,India,Kazakhstan,10990.389,Central and Southern Asia,Central and Southern Asia
2015,India,United States,10787.626,Central and Southern Asia,Northern America
2015,Rwanda,Kenya,10431.726,Sub-Saharan Africa,Sub-Saharan Africa
2015,Kenya,Kazakhstan,10259.721,Sub-Saharan Africa,Central and Southern Asia
2015,China,Japan,10161.371,China,Eastern and South-Eastern Asia (excl. China)
2015,Malawi,United Kingdom,10090.609,Sub-Saharan Africa,Europe
2015,China,Russian Federation,10089.988,China,Europe
2015,India,Germany,9978.861,Central and Southern Asia,Europe
2015,Uganda,Kenya,9969.538,Sub-Saharan Africa,Sub-Saharan Africa
2015,Argentina,Chile,9888.953,Latin America and the Caribbean,Latin America and the Caribbean
2015,Sri Lanka,Libya,9795.56,Central and Southern Asia,Northern Africa and Western Asia
2015,China,Germany,9787.736,China,Europe
2015,China,Senegal,9656.153,China,Sub-Saharan Africa
2015,Sri Lanka,Azerbaijan,9207.388,Central and Southern Asia,Northern Africa and Western Asia
2015,Sri Lanka,Turkey,9169.941,Central and Southern Asia,Northern Africa and Western Asia
2015,Vietnam,"Other Asia, nes",8983.751,Eastern and South-Eastern Asia (excl. China),
2015,China,Mauritania,8980.648,China,Sub-Saharan Africa
2015,Singapore,United Kingdom,8898.514,Eastern and South-Eastern Asia (excl. China),Europe
2015,Rwanda,Kenya,8737.9795,Sub-Saharan Africa,Sub-Saharan Africa
2015,Nepal,India,8670.332,Central and Southern Asia,Central and Southern Asia
2015,India,Bangladesh,8479.814,Central and Southern Asia,Central and Southern Asia
2015,Vietnam,"Other Asia, nes",8257.024,Eastern and South-Eastern Asia (excl. China),
2015,Sri Lanka,Russian Federation,7910.123,Central and Southern Asia,Europe
2015,China,United States,7680.865,China,Northern America
2015,Tanzania,Kenya,7650.463,Sub-Saharan Africa,Sub-Saharan Africa
2015,Sri Lanka,Japan,7615.1143,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China)
2015,China,Togo,7609.416,China,Sub-Saharan Africa
2015,United Arab Emirates,Iran,7505.618,Northern Africa and Western Asia,Central and Southern Asia
2015,Kenya,Poland,6966.181,Sub-Saharan Africa,Europe
2015,Sri Lanka,China,6941.929,Central and Southern Asia,China
2015,Zimbabwe,South Africa,6937.7573,Sub-Saharan Africa,Sub-Saharan Africa
2015,Iran,Turkey,6781.8276,Central and Southern Asia,Northern Africa and Western Asia
2015,Indonesia,Malaysia,6719.2197,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2015,China,United States,6709.4214,China,Northern America
2015,Sri Lanka,Chile,6529.176,Central and Southern Asia,Latin America and the Caribbean
2015,Sri Lanka,Syria,6392.689,Central and Southern Asia,Northern Africa and Western Asia
2015,China,Mali,5888.26,China,Sub-Saharan Africa
2015,Sri Lanka,United Arab Emirates,5727.5522,Central and Southern Asia,Northern Africa and Western Asia
2015,Burundi,Pakistan,5714.464,Sub-Saharan Africa,Central and Southern Asia
2015,Vietnam,United States,5486.4707,Eastern and South-Eastern Asia (excl. China),Northern America
