Year,Exporter,Importer,Weight,Exporter_region,Import_region
2015,Brazil,United States,436469.78,Latin America and the Caribbean,Northern America
2015,Brazil,Germany,373842.62,Latin America and the Caribbean,Europe
2015,Colombia,United States,299753.5,Latin America and the Caribbean,Northern America
2015,Vietnam,Germany,205995.88,Eastern and South-Eastern Asia (excl. China),Europe
2015,Brazil,Italy,171673.98,Latin America and the Caribbean,Europe
2015,Vietnam,United States,150454.38,Eastern and South-Eastern Asia (excl. China),Northern America
2015,Brazil,Japan,136783.75,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2015,Vietnam,Spain,110249.734,Eastern and South-Eastern Asia (excl. China),Europe
2015,Vietnam,Italy,109023.72,Eastern and South-Eastern Asia (excl. China),Europe
2015,Vietnam,"Areas, nes",98849.945,Eastern and South-Eastern Asia (excl. China),
2015,Brazil,Belgium,90001.78,Latin America and the Caribbean,Europe
2015,Honduras,Germany,84445.766,Latin America and the Caribbean,Europe
2015,Vietnam,Japan,80777.125,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
2015,Colombia,Japan,77404.92,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China)
2015,Guatemala,United States,69911.71,Latin America and the Caribbean,Northern America
2015,India,Italy,68726.2,Central and Southern Asia,Europe
2015,Indonesia,United States,65682.73,Eastern and South-Eastern Asia (excl. China),Northern America
2015,United States,Canada,63001.547,Northern America,Northern America
2015,Brazil,United Kingdom,61472.668,Latin America and the Caribbean,Europe
2015,Colombia,Germany,60395.92,Latin America and the Caribbean,Europe
2015,Nicaragua,United States,55356.043,Latin America and the Caribbean,Northern America
2015,Peru,Germany,54498.023,Latin America and the Caribbean,Europe
2015,Honduras,United States,52885.484,Latin America and the Caribbean,Northern America
2015,Germany,Poland,52178.88,Europe,Europe
2015,Germany,United States,51570.07,Europe,Northern America
2015,Indonesia,Germany,50064.066,Eastern and South-Eastern Asia (excl. China),Europe
2015,Brazil,France,49889.727,Latin America and the Caribbean,Europe
2015,Brazil,Spain,47738.973,Latin America and the Caribbean,Europe
2015,Cote d'Ivoire,Algeria,46960.09,Sub-Saharan Africa,Northern Africa and Western Asia
2015,Colombia,Canada,46853.117,Latin America and the Caribbean,Northern America
2015,Vietnam,Russian Federation,46798.52,Eastern and South-Eastern Asia (excl. China),Europe
2015,Mexico,United States,46613.414,Latin America and the Caribbean,Northern America
2015,Brazil,Turkey,46240.773,Latin America and the Caribbean,Northern Africa and Western Asia
2015,Vietnam,Algeria,43981.31,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia
2015,Uganda,Italy,43222.285,Sub-Saharan Africa,Europe
2015,Peru,United States,43177.254,Latin America and the Caribbean,Northern America
2015,Brazil,Canada,42775.02,Latin America and the Caribbean,Northern America
2015,Indonesia,Japan,41297.656,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China)
