Year,Exporter,Importer,Weight,Exporter_region,Import_region
2012,Kenya,Egypt,93808.32,Sub-Saharan Africa,Northern Africa and Western Asia
2012,Kenya,Pakistan,65215.387,Sub-Saharan Africa,Central and Southern Asia
2012,Kenya,United Kingdom,61074.523,Sub-Saharan Africa,Europe
2012,Argentina,United States,48724.145,Latin America and the Caribbean,Northern America
2012,China,Morocco,48030.023,China,Northern Africa and Western Asia
2012,"Areas, nes",Afghanistan,44284.668,,Central and Southern Asia
2012,India,Russian Federation,42171.953,Central and Southern Asia,Europe
2012,Sri Lanka,Russian Federation,39819.656,Central and Southern Asia,Europe
2012,Free Zones,United Arab Emirates,39392.004,,Northern Africa and Western Asia
2012,Uganda,Kenya,37860.207,Sub-Saharan Africa,Sub-Saharan Africa
2012,Sri Lanka,Iran,35804.51,Central and Southern Asia,Central and Southern Asia
2012,Brazil,Uruguay,30767.902,Latin America and the Caribbean,Latin America and the Caribbean
2012,China,Uzbekistan,25651.88,China,Central and Southern Asia
2012,Kenya,United Arab Emirates,25600.324,Sub-Saharan Africa,Northern Africa and Western Asia
2012,Argentina,Syria,24082.867,Latin America and the Caribbean,Northern Africa and Western Asia
2012,India,United Kingdom,23976.684,Central and Southern Asia,Europe
2012,Kenya,Sudan,21064.967,Sub-Saharan Africa,Northern Africa and Western Asia
2012,Rwanda,Kenya,20073.08,Sub-Saharan Africa,Sub-Saharan Africa
2012,Kenya,Russian Federation,19419.191,Sub-Saharan Africa,Europe
2012,India,Pakistan,19186.16,Central and Southern Asia,Central and Southern Asia
2012,India,United Arab Emirates,19158.266,Central and Southern Asia,Northern Africa and Western Asia
2012,Sri Lanka,Iraq,17882.428,Central and Southern Asia,Northern Africa and Western Asia
2012,Sri Lanka,Libya,16260.479,Central and Southern Asia,Northern Africa and Western Asia
2012,Kenya,Yemen,16029.153,Sub-Saharan Africa,Northern Africa and Western Asia
2012,Sri Lanka,Syria,14670.796,Central and Southern Asia,Northern Africa and Western Asia
